reviewText,Sentiment,AspectTerms
"The rest of the dim sum, though pricey by Chinatown standards, is worth it.",positive,FOOD-QUALITY
Biggest piece of junk I have ever purchased.,negative,LAPTOP-QUALITY
Great Hot Dogs!,positive,FOOD-QUALITY
It's a great product for a great price!,positive,LAPTOP-GENERAL
"After a little more than a year of owning my MacBook Pro, the monitor has completely died.",negative,DISPLAY-QUALITY
It was too cheaply constructed.,negative,LAPTOP-QUALITY
A good value for the money.,positive,LAPTOP-GENERAL
Love it.,positive,RESTAURANT-GENERAL
I'd highly recommend it for a special occasion -- it provides and intimate setting and nice service.,positive,SERVICE-GENERAL
DO not try unless you're just going there to hang out like the rest of the hipsters who apparently have no sense of taste.,negative,RESTAURANT-MISCELLANEOUS
"Great Laptop for the price, works well with action pack games.",positive,LAPTOP-GENERAL
The Thing That You Insert CDs Into Won't Open.,negative,OPTICAL_DRIVES-QUALITY
"Not a bad laptop, it's a bit slow, but gets the job done.",neutral,LAPTOP-OPERATION_PERFORMANCE
Expensive,negative,RESTAURANT-PRICES
"Needs Power and Mouse Cable to Plug in back instead of side, In the way of operating a mouse in small area.",neutral,MOUSE-OPERATION_PERFORMANCE
The only thing that I don't like about my mac is that sometimes there are programs that I want to be able to run and I am not able to.,negative,SOFTWARE-USABILITY
so the fact that the computer does not work on the 24 twenty fourth day is my fault.,negative,SUPPORT-QUALITY
"I've had the MacBook Pro 15 for about three weeks, and it really is a great computer.",positive,LAPTOP-GENERAL
I go and eat out at many different restaurants and this is one place you have go and try.,positive,RESTAURANT-GENERAL
The drinks are always welll made and wine selection is fairly priced.,positive,DRINKS-QUALITY
"What really makes it shine is the food, which is aggressively seasoned with Cyrpriot spices, and all made in-house (even the gyro meat and sausages), and made of much higher quality ingredients that might otherwise be expected.",positive,FOOD-QUALITY
"I wish it had a webcam though, then it would be perfect!",negative,LAPTOP-DESIGN_FEATURES
"im not necessarily fanatical about this place, but it was a fun time for low pirces.",positive,RESTAURANT-GENERAL
I'v spent as much for shipping as I would to buy a new netbook -- of course a different brand.,negative,SHIPPING-PRICE
It's so damn good I bought 2 :D,positive,LAPTOP-GENERAL
Good monitor and performed well.,positive,LAPTOP-OPERATION_PERFORMANCE
The food is great and the environment is even better.,positive,AMBIENCE-GENERAL
Dell sucks,negative,COMPANY-GENERAL
"One special roll and one regular roll is enough to fill you up, but save room for dessert!",positive,FOOD-QUALITY
"Wish NY had more of these kind of places: intimate, superb food, homey, top notch all the way around, certainly worth the wait.",positive,AMBIENCE-GENERAL
"Service ok but unfriendly,filthy bathroom.",negative,AMBIENCE-GENERAL
"It was served with skin, over a bed of extremely undercooked spinach and mashed potatoes.",negative,FOOD-QUALITY
"For me dishes a little oily, but overall dining experience good.",negative,FOOD-QUALITY
"The i7 is incredibly fast, the RAM makes it proper for several games (not on maximum quality).",positive,MEMORY-DESIGN_FEATURES
Let me start with the good:So awesome.,positive,LAPTOP-GENERAL
The service is good and the resturant is clean.,positive,AMBIENCE-GENERAL
It's even easy to hook up to other wireless networks.,positive,LAPTOP-CONNECTIVITY
"Never had a single problem, and don't have to worry about viruses.",positive,LAPTOP-GENERAL
"The bar drinks were Eh, ok to say the least.",negative,DRINKS-QUALITY
"For the not so good, I got the stock screen - which is VERY glossy.",negative,DISPLAY-QUALITY
"My friend reports the notebook is astonishing in performance, picture quality, and ease of use.",positive,DISPLAY-QUALITY
The service was spectacular as the waiter knew everything about the menu and his recommendations were amazing!,positive,SERVICE-GENERAL
Still giving it a 5 star rating because it is fast and a nice sized screen.,positive,DISPLAY-DESIGN_FEATURES
"I'll being with a couple of positives: cool decor, good pita and hummus, and grilled octopus that was actually pretty tasty.",positive,FOOD-QUALITY
Just don't waste your time and money on this.,negative,LAPTOP-GENERAL
I bought this laptop because of the performance to price ratio.,positive,LAPTOP-PRICE
The cover is a soft rubber texture without the friction.,positive,LAPTOP-QUALITY
It Was a great deal after all.,positive,LAPTOP-GENERAL
You also have to press firmly on the keys.,negative,KEYBOARD-USABILITY
The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).,positive,FOOD-QUALITY
My wife had the fried shrimp which are huge and loved it.,positive,FOOD-STYLE_OPTIONS
It's a good starter computer that is extremely light on the wallet.,positive,LAPTOP-MISCELLANEOUS
"It has far exceeded my expectations for power, storage, and abilitiy.",positive,LAPTOP-OPERATION_PERFORMANCE
Wine list selection is good and wine-by-the-glass was generously filled to the top.,positive,DRINKS-STYLE_OPTIONS
Service was good and food is wonderful.,positive,SERVICE-GENERAL
I had fish and my husband had the filet - both of which exceeded our expectations.,positive,FOOD-QUALITY
The only con is Windows effin 8.,negative,OS-GENERAL
And amazingly cheap.,positive,FOOD-PRICES
you know what i mean all the positives things happening there made mw write this review.,positive,RESTAURANT-GENERAL
The screen is bright and the keyboard is nice;,positive,DISPLAY-QUALITY
"They are extremely rude, not even apologizing for the horrible service we got and handing us a bill well over $500 for some drinks adn their pita bread!",negative,SERVICE-GENERAL
"Cons:Honestly zero con's ... as a Windows PC user the switch over was seamlessly,  I run Parallel when I need Windows.",positive,LAPTOP-GENERAL
I would highly recommand requesting a table by the window.,positive,LOCATION-GENERAL
NOW AM VERY APREHENSIVE ABOUT TOSHIBA LAPTOPS.,negative,COMPANY-GENERAL
Don’t go to this place!,negative,RESTAURANT-GENERAL
I am a college student and it has been very useful.,positive,LAPTOP-MISCELLANEOUS
"But, at the same time they (the company) would not and could not do anything about my problem.",negative,SUPPORT-QUALITY
Baluchi's has solid food and a nice decor at reasonable prices.,positive,RESTAURANT-PRICES
Very good price.,positive,LAPTOP-PRICE
This computer is good for 10 days then it sucks for the rest of your life.,negative,LAPTOP-QUALITY
The waitress was not attentive at all.,negative,SERVICE-GENERAL
"A different server enhanced the fun, dumping our entrees in front of us halfway through our appetizer (which was delicious).",negative,SERVICE-GENERAL
"The ""Time remaining"" goes from 4 hours plus to less than 2 hours over the span of about 10 minutes.",negative,BATTERY-OPERATION_PERFORMANCE
You will love this macbook if you choose to buy it.,positive,LAPTOP-GENERAL
"Service was prompt, friendly and great.",positive,SERVICE-GENERAL
But $500 for a dinner for two that didn't include Wine?,negative,FOOD-PRICES
So when you do call to complain about the hunk of metal you get the joy of speaking with a bunch of people you cant understand.,negative,SUPPORT-QUALITY
Unique apppetizers.,positive,FOOD-QUALITY
Was this product worth my time and money to ever want to purchase another products that is toshiba or relating to toshiba?,negative,LAPTOP-GENERAL
"This is a complete waste of money, dont let the price fool you!",negative,LAPTOP-GENERAL
"The food is very average...the Thai fusion stuff is a bit too sweet, every thing they serve is too sweet here.",negative,FOOD-QUALITY
The frizzy retro girl (with winged/ Dame Edna glasses) will yell at you if you try to order a drink.,negative,SERVICE-GENERAL
"It is easy to use, has great screen quality, and every so light weight.",positive,LAPTOP-DESIGN_FEATURES
"Bigger screen than expected, laptop with a desktop design that is really nice to use for all types of usage, including programming/editing",positive,LAPTOP-USABILITY
"the mouse on the pad, the left button always sticks.",negative,MOUSE-OPERATION_PERFORMANCE
"Rather than preparing vegetarian dish, the chef presented me with a plate of steamed vegetables (minus sauce, seasoning, or any form or aesthetic presentation).",negative,SERVICE-GENERAL
The machine has a bluray player the book has no mention of it or how to connect it to your HDTV.,negative,LAPTOP-USABILITY
"His response was smug, arrogant, and condescending, totally consistent with his deportment on display all evening.",negative,SERVICE-GENERAL
They are loud and clunky but I figured I'd get used to it.,neutral,MOUSE-USABILITY
Overall I am very satisfied with the purchase.,positive,LAPTOP-GENERAL
"This one however, is now very loose and I have to either tap hard or repeatedly push to click in order for it to work, Then suddenly, I can barely touch it at all and it clicks on its own.",negative,MOUSE-QUALITY
Stay away,negative,RESTAURANT-GENERAL
"also it's great to have dinner in a very romantic and confortable place, the service it's just perfect...they're so frendly that we never want to live the place!",positive,SERVICE-GENERAL
Impressed...,positive,RESTAURANT-GENERAL
Wretched and retching,negative,RESTAURANT-GENERAL
"I AM IMPRESSED WITH THIS COMPUTER, INEXPENSIVE BUT QUALITY.",positive,LAPTOP-PRICE
Love the stability of the Mac software and operating system.,positive,OS-OPERATION_PERFORMANCE
"I had to call Apple 19 times (each time 40 to 75 minutes on the phone), and take it to their store for evaluations, and diagnostics, 5 times.",negative,SUPPORT-QUALITY
"The food they serve is not comforting, not appetizing and uncooked.",negative,FOOD-QUALITY
"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.",positive,SERVICE-GENERAL
I love the operating system and the preloaded software.,positive,OS-GENERAL
I dislike the quality and the placement of the speakers.,negative,MULTIMEDIA_DEVICES-QUALITY
The brioche and lollies as party favors is a cute and sweet touch to a most memorable meal.,positive,FOOD-QUALITY
"stick with the chicken, beef, and lamb dishes.",positive,FOOD-QUALITY
"I don't do any high tech stuff on it, just write papers, check mail, and sometimes play games, so I can't reccomend it if you are in the computer field.",neutral,LAPTOP-MISCELLANEOUS
Just wish there were more USB ports.,negative,LAPTOP-DESIGN_FEATURES
"The rep did not even answer my question, I had to ask him, if he understood what I ask or if he spoke english because he didn't even try to acknowledge my question.",negative,SUPPORT-QUALITY
We were then shooed inside.,negative,SERVICE-GENERAL
i am giviing it four stars instead of five because of no disk drive and the crashing,negative,LAPTOP-OPERATION_PERFORMANCE
It is definitely a good spot for snacks and chat.,positive,RESTAURANT-GENERAL
"My laptop was easy to set-up, and I've had no problems to date.",positive,LAPTOP-USABILITY
They sent me a replacement part and without informing me are requiring that I return it within 15 days or contact them and let them know the broken part will be returned later.,negative,SUPPORT-QUALITY
Took the netbook on a vacation trip and I was able to do whatever I wanted to do without lugging a much heavier laptop.,positive,LAPTOP-GENERAL
The bar is very well stocked with interesting beers and well priced wines.,positive,DRINKS-STYLE_OPTIONS
